category,move,trainer,pokemon,path,catalogMatched,source,validationStatus,effects,decisions,issues,selfDebuffIssues
fullyAutomated,Wish,Shintaro,Raichu Alola,trainers/Shintaro/sheets/Raichu_Alola_0_d2246be4,true,catalog+sheet_build,automatic,healing,,,
fullyAutomated,Agility,Shintaro,Raichu Alola,trainers/Shintaro/sheets/Raichu_Alola_0_d2246be4,true,catalog+sheet_build,automatic,enhanced_trait,,,
fullyAutomated,Nasty Plot,Shintaro,Raichu Alola,trainers/Shintaro/sheets/Raichu_Alola_0_d2246be4,true,catalog+sheet_build,automatic,enhanced_trait,,,
needsReview,Electro Ball,Shintaro,Raichu Alola,trainers/Shintaro/sheets/Raichu_Alola_0_d2246be4,true,catalog+sheet_build,needs_review,custom,,custom_effect,
fullyAutomated,Encore,Shintaro,Raichu Alola,trainers/Shintaro/sheets/Raichu_Alola_0_d2246be4,true,catalog+sheet_build,automatic,affliction,,,
automatedWithFallback,Descarga,Shintaro,Raichu Alola,trainers/Shintaro/sheets/Raichu_Alola_0_d2246be4,false,sheet_build,automatic,damage+affliction,,,
fullyAutomated,Moonblast,Shintaro,Raichu Alola,trainers/Shintaro/sheets/Raichu_Alola_0_d2246be4,true,catalog+sheet_build,automatic,damage+weaken,,,
fullyAutomated,Taunt,Shintaro,Mawile,trainers/Shintaro/sheets/mawile_218_5076ab81,true,catalog+sheet_build,automatic,affliction,,,
needsReview,Misty Terrain,Shintaro,Mawile,trainers/Shintaro/sheets/mawile_218_5076ab81,true,catalog+sheet_build,needs_review,environment+nullify,,,
fullyAutomated,Stockpile,Shintaro,Mawile,trainers/Shintaro/sheets/mawile_218_5076ab81,true,catalog+sheet_build,automatic,enhanced_trait,,,
requiresRuntimeDecision,Baton Pass,Shintaro,Mawile,trainers/Shintaro/sheets/mawile_218_5076ab81,true,catalog+sheet_build,needs_review,teleport,,,
fullyAutomated,Iron Head,Shintaro,Mawile,trainers/Shintaro/sheets/mawile_218_5076ab81,true,catalog+sheet_build,automatic,damage+affliction,,,
fullyAutomated,Play Rough,Shintaro,Mawile,trainers/Shintaro/sheets/mawile_218_5076ab81,true,catalog+sheet_build,automatic,damage+weaken,,,
needsReview,Swallow (Alternativo - Contest Combo: Stockpile → Swallow (Explosão de Energia)),Shintaro,Mawile,trainers/Shintaro/sheets/mawile_218_5076ab81,true,catalog+sheet_build,needs_review,enhanced_trait+feature+healing+affliction,,,
fullyAutomated,Rain Dance,Teste Batalha,Blastoise,trainers/Teste_Batalha/sheets/Blastoise_6_c19ac2e4,true,catalog+sheet_build,partial,environment,,,
fullyAutomated,Water Pulse,Teste Batalha,Blastoise,trainers/Teste_Batalha/sheets/Blastoise_6_c19ac2e4,true,catalog+sheet_build,automatic,damage+affliction,,,
fullyAutomated,Skull Bash,Teste Batalha,Blastoise,trainers/Teste_Batalha/sheets/Blastoise_6_c19ac2e4,true,catalog+sheet_build,automatic,damage+enhanced_trait,,,
fullyAutomated,Ice Wind,Teste Batalha,Blastoise,trainers/Teste_Batalha/sheets/Blastoise_6_c19ac2e4,true,catalog+sheet_build,automatic,damage+weaken,,,
fullyAutomated,Dark Pulse,Teste Batalha,Blastoise,trainers/Teste_Batalha/sheets/Blastoise_6_c19ac2e4,true,catalog+sheet_build,automatic,damage+affliction,,,
fullyAutomated,Withdraw,Teste Batalha,Blastoise,trainers/Teste_Batalha/sheets/Blastoise_6_c19ac2e4,true,catalog+sheet_build,automatic,enhanced_trait,,,
fullyAutomated,Psychic,Teste Batalha,Butterfree,trainers/Teste_Batalha/sheets/Butterfree_9_cd14fe08,true,catalog+sheet_build,automatic,damage+weaken,,,
fullyAutomated,Quiver Dance,Teste Batalha,Butterfree,trainers/Teste_Batalha/sheets/Butterfree_9_cd14fe08,true,catalog+sheet_build,automatic,enhanced_trait+enhanced_trait+enhanced_trait+enhanced_trait,,,
fullyAutomated,Sleep Powder,Teste Batalha,Butterfree,trainers/Teste_Batalha/sheets/Butterfree_9_cd14fe08,true,catalog+sheet_build,automatic,affliction,,,
requiresRuntimeDecision,Whirlwind,Teste Batalha,Butterfree,trainers/Teste_Batalha/sheets/Butterfree_9_cd14fe08,true,catalog+sheet_build,needs_review,move_object,,,
needsReview,Infestation,Teste Batalha,Butterfree,trainers/Teste_Batalha/sheets/Butterfree_9_cd14fe08,true,catalog+sheet_build,needs_review,damage+nullify+damage,,,
requiresRuntimeDecision,U-turn,Teste Batalha,Butterfree,trainers/Teste_Batalha/sheets/Butterfree_9_cd14fe08,true,catalog+sheet_build,needs_review,damage+teleport,,,
needsReview,Powder,Teste Batalha,Butterfree,trainers/Teste_Batalha/sheets/Butterfree_9_cd14fe08,true,catalog+sheet_build,needs_review,damage,,reaction_needs_trigger,
requiresRuntimeDecision,Spikes,dtvcacaio,Crobat,trainers/dtvcacaio/sheets/Crobat_32_915799f0,true,catalog+sheet_build,needs_review,create+damage,,,
requiresRuntimeDecision,U-turn,dtvcacaio,Crobat,trainers/dtvcacaio/sheets/Crobat_32_915799f0,true,catalog+sheet_build,needs_review,damage+teleport,,,
fullyAutomated,Roost,dtvcacaio,Crobat,trainers/dtvcacaio/sheets/Crobat_32_915799f0,true,catalog+sheet_build,automatic,healing,,,
fullyAutomated,Taunt,dtvcacaio,Crobat,trainers/dtvcacaio/sheets/Crobat_32_915799f0,true,catalog+sheet_build,automatic,affliction,,,
fullyAutomated,Toxic,dtvcacaio,Crobat,trainers/dtvcacaio/sheets/Crobat_32_915799f0,true,catalog+sheet_build,automatic,damage+affliction,,,
fullyAutomated,Haze,dtvcacaio,Crobat,trainers/dtvcacaio/sheets/Crobat_32_915799f0,true,catalog+sheet_build,partial,immunity,,,
fullyAutomated,Dual Wingbeat,dtvcacaio,Crobat,trainers/dtvcacaio/sheets/Crobat_32_915799f0,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Water Gun,dtvcacaio,Poliwag,trainers/dtvcacaio/sheets/Poliwag_43_bb090ec3,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Bubble,dtvcacaio,Poliwag,trainers/dtvcacaio/sheets/Poliwag_43_bb090ec3,true,catalog+sheet_build,automatic,damage+weaken,,,
requiresRuntimeDecision,Hypnosis,dtvcacaio,Poliwag,trainers/dtvcacaio/sheets/Poliwag_43_bb090ec3,true,catalog+sheet_build,automatic,affliction,,unreliable_50_percent,
fullyAutomated,Double Team,dtvcacaio,Poliwag,trainers/dtvcacaio/sheets/Poliwag_43_bb090ec3,true,catalog+sheet_build,automatic,enhanced_trait,,,
fullyAutomated,Water Gun,dtvcacaio,Squirtle,trainers/dtvcacaio/sheets/Squirtle_4_5ed4dd26,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Tackle,dtvcacaio,Squirtle,trainers/dtvcacaio/sheets/Squirtle_4_5ed4dd26,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Withdraw,dtvcacaio,Squirtle,trainers/dtvcacaio/sheets/Squirtle_4_5ed4dd26,true,catalog+sheet_build,automatic,enhanced_trait,,,
fullyAutomated,Bite,dtvcacaio,Squirtle,trainers/dtvcacaio/sheets/Squirtle_4_5ed4dd26,true,catalog+sheet_build,automatic,damage+affliction,,,
fullyAutomated,Water Gun,dtvcacaio,Squirtle,trainers/dtvcacaio/sheets/Squirtle_4_695e67c9,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Tackle,dtvcacaio,Squirtle,trainers/dtvcacaio/sheets/Squirtle_4_695e67c9,true,catalog+sheet_build,automatic,damage,,,
fullyAutomated,Withdraw,dtvcacaio,Squirtle,trainers/dtvcacaio/sheets/Squirtle_4_695e67c9,true,catalog+sheet_build,automatic,enhanced_trait,,,
fullyAutomated,Bite,dtvcacaio,Squirtle,trainers/dtvcacaio/sheets/Squirtle_4_695e67c9,true,catalog+sheet_build,automatic,damage+affliction,,,
